Respondent ID,Region,ETA Office,Topic,Question,Answer,Score
141013711,San Francisco,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141013903,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141013903,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141014054,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141014054,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141014212,San Francisco,,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141014212,San Francisco,,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141014328,San Francisco,,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
140992493,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,B-Average,2
140993178,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,B-Average,2
140993449,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,B-Average,2
140993449,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,B-Average,2
140993724,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,B-Average,2
140993921,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,B-Average,2
140994355,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,B-Average,2
140994550,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,B-Average,2
140997749,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,B-Average,2
140998132,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,B-Average,2
140992262,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,B-Average,2
140992493,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,B-Average,2
140993178,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,B-Average,2
140993449,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,B-Average,2
140993724,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,B-Average,2
140993921,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,B-Average,2
140994355,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,B-Average,2
140994550,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,B-Average,2
140997749,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,B-Average,2
140998132,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,B-Average,2
140998480,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,B-Average,2
140998808,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,B-Average,2
140992020,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,B-Average,2
140992262,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,B-Average,2
140992262,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,B-Average,2
140992493,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,B-Average,2
140992493,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,B-Average,2
140993178,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,B-Average,2
140993178,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,B-Average,2
140993449,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,B-Average,2
140993449,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,B-Average,2
140993724,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,B-Average,2
140992020,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140992020,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140992262,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140992262,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140992493,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140992493,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140993178,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140993178,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140993449,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140993449,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140993724,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140993724,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140993921,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140994355,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140994550,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140997749,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140998132,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,B-Average,2
140992020,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140992262,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140992493,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140992493,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140993178,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140993178,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140993449,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140993449,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140993724,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140993724,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140993921,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140994355,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140994550,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140997749,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140998132,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,B-Average,2
140993724,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
140993921,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
140994355,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
140994550,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
140997749,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
140998132,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
140998480,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
140998480,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
140998808,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
140998808,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
140999153,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
140999153,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141011949,San Francisco,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141011949,San Francisco,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141012328,San Francisco,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
140993449,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
140993724,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
140993921,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
140994355,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
140994550,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
140997749,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
140998132,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
140998480,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
140998808,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
140999153,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
140999153,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
141011949,San Francisco,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
141011949,San Francisco,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
141012328,San Francisco,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
141012328,San Francisco,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
140993724,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140993921,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140993921,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140994355,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140994355,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140994550,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140994550,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140997749,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140997749,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140998132,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140998132,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140998480,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140998480,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140998808,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140998808,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140999153,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
141011949,San Francisco,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
141012328,San Francisco,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
141013903,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,C-Good,3
140993921,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,C-Good,3
140994355,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,C-Good,3
140994550,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,C-Good,3
140997749,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,C-Good,3
140998132,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,C-Good,3
140998480,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,C-Good,3
140998480,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,C-Good,3
140998808,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,C-Good,3
140998808,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Strategic Partnering,C-Good,3
140993921,San Francisco,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,C-Good,3
140994355,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,C-Good,3
140994550,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,C-Good,3
140997749,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,C-Good,3
140998132,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,C-Good,3
140998480,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,C-Good,3
140998480,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,C-Good,3
140998808,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,C-Good,3
140998808,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,C-Good,3
140999153,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,C-Good,3
140999153,San Francisco,Office of Special Initiatives and Demonstrations,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,C-Good,3
141011949,San Francisco,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,C-Good,3
140992020,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,A-Bad,1
140992020,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,A-Bad,1
140992262,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,A-Bad,1
140992262,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,A-Bad,1
140992493,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,A-Bad,1
140993178,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,A-Bad,1
140992020,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,A-Bad,1
140992020,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,A-Bad,1
140992262,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,A-Bad,1
140992493,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,A-Bad,1
140993178,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,A-Bad,1
140992020,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Sector Strategies and Career Pathways,A-Bad,1
140992020,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,A-Bad,1
140992262,San Francisco,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,A-Bad,1
141039117,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Change Management,D-Excellent,4
141039312,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Change Management,D-Excellent,4
141039376,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Change Management,D-Excellent,4
141039430,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Change Management,D-Excellent,4
141039503,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Change Management,D-Excellent,4
141039588,Philadelphia,Office of the Regional Administrator (ORA),The degree to which the training met the needs of the group was,Change Management,D-Excellent,4
141038836,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Connecting the Dots ,D-Excellent,4
141039044,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Connecting the Dots ,D-Excellent,4
141039117,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Connecting the Dots ,D-Excellent,4
141039312,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Connecting the Dots ,D-Excellent,4
141039376,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Connecting the Dots ,D-Excellent,4
141039430,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Connecting the Dots ,D-Excellent,4
141039503,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Connecting the Dots ,D-Excellent,4
141039588,Philadelphia,Office of the Regional Administrator (ORA),The degree to which the training met the needs of the group was,Connecting the Dots ,D-Excellent,4
141038836,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Creating a Positive Impact,D-Excellent,4
141039044,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Creating a Positive Impact,D-Excellent,4
141039117,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Creating a Positive Impact,D-Excellent,4
141039312,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Creating a Positive Impact,D-Excellent,4
141039376,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Creating a Positive Impact,D-Excellent,4
141039430,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Creating a Positive Impact,D-Excellent,4
141039503,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Creating a Positive Impact,D-Excellent,4
141039588,Philadelphia,Office of the Regional Administrator (ORA),The degree to which the training met the needs of the group was,Creating a Positive Impact,D-Excellent,4
141039044,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Managing Priorities & Projects for Success,D-Excellent,4
141039117,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Managing Priorities & Projects for Success,D-Excellent,4
